ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE
164606971,5/9/17,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,103,0,25-44,M,WHITE
164456599,5/4/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,18-24,F,WHITE
164447690,5/4/17,475,,,,PL 1651601,M,M,14,1,25-44,M,WHITE
164597387,5/9/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,49,0,25-44,M,BLACK
164511347,5/6/17,157,RAPE 1,104,RAPE,PL 1303501,F,Q,102,0,<18,M,BLACK HISPANIC
164691315,5/11/17,475,,,,PL 1651601,M,B,40,1,45-64,M,BLACK
164445521,5/4/17,475,,,,PL 1651600,M,M,13,1,45-64,M,WHITE
164913315,5/18/17,198,CRIMINAL CONTEMPT 1,126,MISCELLANEOUS PENAL LAW,PL 21551B3,F,K,67,0,45-64,M,BLACK
165002330,5/21/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,49,0,18-24,M,BLACK
164926701,5/18/17,157,RAPE 1,104,RAPE,PL 1303501,F,K,77,0,25-44,M,WHITE HISPANIC
164567630,5/8/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,34,0,25-44,M,BLACK
163534001,4/6/17,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,K,84,0,25-44,M,WHITE
163657984,4/10/17,157,RAPE 1,104,RAPE,PL 1303501,F,Q,114,0,25-44,M,BLACK HISPANIC
163886237,4/18/17,157,RAPE 1,104,RAPE,PL 1303501,F,K,77,0,45-64,M,WHITE HISPANIC
163760422,4/13/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,2,<18,M,BLACK
163418193,4/3/17,153,RAPE 3,104,RAPE,PL 1302503,F,M,23,2,25-44,M,BLACK
163498356,4/5/17,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,K,68,0,25-44,M,WHITE
163660517,4/10/17,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,K,66,0,18-24,M,WHITE HISPANIC
163430846,4/3/17,106,"ASSAULT 2,1,PEACE OFFICER",106,FELONY ASSAULT,PL 1200800,F,B,48,0,25-44,M,WHITE HISPANIC
163806859,4/15/17,548,"GAMBLING, DEVICE, POSSESSION",350,GAMBLING,PL 2253002,M,M,30,0,18-24,M,BLACK
163609060,4/9/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,2,25-44,F,BLACK
163986648,4/20/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,41,0,18-24,M,BLACK
163872974,4/17/17,168,SODOMY 1,116,SEX CRIMES,PL 1305003,F,S,120,0,18-24,M,BLACK
163766399,4/13/17,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,104,0,25-44,M,WHITE
163929016,4/19/17,475,,,,PL 1651600,M,B,44,0,25-44,M,BLACK
163869215,4/17/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,75,0,<18,M,BLACK
163725643,4/12/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1306503,F,M,25,0,<18,M,WHITE HISPANIC
164134474,4/25/17,739,IDENTITY THFT-1,112,THEFT-FRAUD,PL 1908001,F,M,13,0,18-24,M,WHITE
163672562,4/11/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,S,121,0,25-44,M,WHITE
164043843,4/22/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,45,0,25-44,F,BLACK
163927316,4/19/17,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1403002,F,K,81,0,<18,F,BLACK
163755226,4/13/17,742,ESCAPE 3,237,ESCAPE 3,PL 2050500,M,B,46,0,18-24,M,BLACK HISPANIC
164020008,4/21/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,113,0,25-44,M,BLACK
164006822,4/21/17,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1403002,F,K,81,0,<18,F,BLACK
163500648,4/5/17,475,,,,PL 1651600,M,B,48,1,25-44,M,BLACK
163467988,4/4/17,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,S,121,0,<18,M,BLACK
163568016,4/7/17,176,,,,PL 1309600,F,B,46,0,25-44,M,BLACK
163896984,4/18/17,475,,,,PL 1651601,M,M,25,1,25-44,M,WHITE HISPANIC
163568011,4/7/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,B,41,0,45-64,M,WHITE
163934385,4/19/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,18-24,M,BLACK
163678591,4/11/17,157,RAPE 1,104,RAPE,PL 1303501,F,Q,113,0,25-44,M,BLACK
164083935,4/24/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,33,0,25-44,F,BLACK
163307903,3/30/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,K,70,0,<18,M,BLACK
163251461,3/29/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 121120T,F,M,33,0,25-44,M,ASIAN / PACIFIC ISLANDER
163378438,4/1/17,177,,,,PL 1306504,F,Q,112,0,45-64,M,WHITE HISPANIC
162900363,3/17/17,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,K,77,0,<18,M,BLACK
163381566,4/2/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,S,122,0,25-44,M,WHITE
162645007,3/9/17,475,,,,PL 1651600,M,B,44,1,25-44,M,BLACK
163282410,3/29/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,41,0,25-44,M,BLACK
162622178,3/8/17,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,Q,103,0,25-44,M,BLACK
162993901,3/21/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,46,0,25-44,M,WHITE HISPANIC
162705520,3/11/17,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401500,M,M,25,2,45-64,M,BLACK
162897481,3/17/17,157,RAPE 1,104,RAPE,PL 1303504,F,K,77,0,25-44,M,WHITE HISPANIC
163004618,3/21/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,25-44,F,BLACK
162836918,3/15/17,475,,,,PL 1651600,M,M,28,1,18-24,M,BLACK
163150808,3/25/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,90,2,25-44,M,BLACK
163150826,3/25/17,157,RAPE 1,104,RAPE,PL 1303501,F,M,9,0,25-44,M,WHITE HISPANIC
163364130,4/1/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,40,0,25-44,M,BLACK
162919173,3/18/17,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,M,14,0,25-44,F,BLACK
163283943,3/29/17,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,K,90,0,25-44,F,BLACK
162762215,3/13/17,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,M,5,0,25-44,M,WHITE
162625266,3/8/17,739,IDENTITY THFT-2,112,THEFT-FRAUD,PL 1907901,F,K,90,0,18-24,M,WHITE
162857430,3/16/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,32,2,18-24,M,BLACK
162851069,3/16/17,475,,,,PL 1651601,M,Q,115,1,45-64,F,ASIAN / PACIFIC ISLANDER
163283936,3/29/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,75,0,25-44,M,BLACK
162913527,3/18/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,0,45-64,M,BLACK
162372220,3/1/17,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 2650901,F,K,63,0,18-24,M,BLACK
157381596,10/6/16,157,RAPE 1,104,RAPE,PL 1303501,F,B,45,0,18-24,M,BLACK
162485964,3/4/17,181,"IMPRISONMENT 2,UNLAWFUL",355,OFFENSES AGAINST THE PERSON,PL 1350500,M,B,46,0,18-24,M,BLACK
162479929,3/4/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,B,44,0,25-44,M,BLACK
162394052,3/2/17,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,M,28,0,25-44,M,BLACK
162203544,2/23/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,52,0,18-24,M,BLACK
162235354,2/24/17,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,K,79,0,18-24,M,BLACK
162109104,2/21/17,153,RAPE 3,104,RAPE,PL 1302503,F,B,46,0,25-44,M,BLACK
162246270,2/24/17,263,"ARSON 2,3,4",114,ARSON,PL 1500501,F,K,60,2,<18,M,BLACK
162470493,3/4/17,168,SODOMY 1,116,SEX CRIMES,PL 1305003,F,K,81,0,<18,M,BLACK
162003971,2/16/17,475,,,,PL 1651600,M,B,40,1,45-64,M,BLACK
161893127,2/14/17,475,,,,PL 1651600,M,K,77,1,45-64,M,BLACK
161967124,2/16/17,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100E,M,K,69,0,<18,M,BLACK
162168847,2/22/17,153,RAPE 3,104,RAPE,PL 1302501,F,Q,101,0,18-24,M,BLACK
162365750,3/1/17,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,M,5,0,25-44,M,BLACK
162470344,3/3/17,475,,,,PL 1651600,M,B,42,1,25-44,M,WHITE HISPANIC
162431752,3/2/17,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,60,0,25-44,M,BLACK
162029329,2/17/17,523,SALE SCHOOL GROUNDS,117,DANGEROUS DRUGS,PL 2204401,F,M,25,0,18-24,M,BLACK
162425449,3/2/17,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,M,28,0,25-44,M,BLACK
162194538,2/23/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,44,0,45-64,M,BLACK
162388351,3/1/17,157,RAPE 1,104,RAPE,PL 1303501,F,B,41,0,25-44,M,BLACK
161892468,2/13/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,40,0,18-24,M,BLACK
162137942,2/21/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0,25-44,M,BLACK
162391989,3/1/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,M,14,0,25-44,M,BLACK
162324211,2/28/17,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 2650302,F,M,5,0,25-44,M,BLACK
162163757,2/22/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1306503,F,K,84,0,65+,M,WHITE HISPANIC
161641517,2/6/17,665,,,,PL 4902001,F,K,79,0,45-64,M,BLACK
161580803,2/3/17,475,,,,PL 1651600,M,M,5,1,25-44,M,WHITE HISPANIC
161514626,2/1/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,113,0,25-44,M,BLACK
161444034,1/30/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,B,46,0,18-24,M,BLACK HISPANIC
161636996,2/5/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1201001,F,M,5,72,18-24,M,BLACK
161171133,1/28/17,760,"BRIBERY,PUBLIC ADMINISTRATION",126,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,60,0,<18,M,BLACK
161456580,1/31/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,45,0,45-64,M,BLACK
160637181,1/24/17,475,,,,PL 1651600,M,M,7,0,45-64,M,ASIAN / PACIFIC ISLANDER
161710948,2/7/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,79,0,25-44,F,BLACK
161148638,1/27/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,75,0,25-44,M,BLACK
160572578,1/23/17,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 2650400,F,K,84,2,25-44,M,BLACK
161802150,2/10/17,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,B,48,0,<18,F,WHITE HISPANIC
160780157,1/24/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102A,F,K,71,0,25-44,M,BLACK
160650984,1/24/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,52,0,25-44,M,BLACK
160493257,1/22/17,157,RAPE 1,104,RAPE,PL 1303501,F,M,25,0,25-44,M,WHITE HISPANIC
161456578,1/31/17,513,,,,PL 2207700,F,B,44,0,45-64,M,WHITE HISPANIC
160435342,1/19/17,739,IDENTITY THFT-2,112,THEFT-FRAUD,PL 1907901,F,K,84,0,25-44,M,WHITE
161705219,2/7/17,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,Q,113,0,25-44,M,BLACK
161092887,1/26/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,7,0,45-64,M,BLACK
161739428,2/8/17,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,106,0,45-64,M,BLACK
161749400,2/8/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,<18,F,BLACK
160248729,1/13/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,<18,F,BLACK
159826602,1/1/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,9,2,25-44,F,BLACK
159826601,1/1/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,M,14,0,25-44,M,BLACK
159678410,12/27/16,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,77,0,25-44,M,BLACK
160323529,1/16/17,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,K,70,0,65+,M,BLACK
159966656,1/5/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,32,0,25-44,M,BLACK
159955977,1/5/17,157,RAPE 1,104,RAPE,PL 1303501,F,M,19,0,25-44,M,WHITE
159615143,12/23/16,879,"ADM.CODE,UNCLASSIFIED VIOLATION",675,ADMINISTRATIVE CODE,AC 010125B,V,K,73,0,25-44,M,BLACK
160056170,1/8/17,168,SODOMY 1,116,SEX CRIMES,PL 1305001,F,K,77,0,<18,M,WHITE HISPANIC
159667543,12/26/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,103,0,18-24,F,BLACK
159636146,12/25/16,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,41,0,45-64,M,BLACK
159802845,12/30/16,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,M,18,0,25-44,M,BLACK
159814507,12/31/16,157,RAPE 1,104,RAPE,PL 1303501,F,B,49,0,18-24,M,BLACK
159780967,12/30/16,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601504,F,Q,110,0,<18,M,BLACK
160103137,1/10/17,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,K,60,1,25-44,M,WHITE
160310104,1/16/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,71,0,25-44,M,BLACK
160181170,1/11/17,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,Q,105,0,25-44,M,BLACK
160163651,1/11/17,566,"MARIJUANA, POSSESSION",678,MISCELLANEOUS PENAL LAW,PL 2210500,V,M,7,2,<18,M,WHITE HISPANIC
159694963,12/27/16,586,,,,PL 2303400,F,M,28,0,25-44,M,BLACK
159908463,1/3/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,30,0,<18,F,BLACK
159968273,1/5/17,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,M,6,0,45-64,M,BLACK
160031735,1/6/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,71,0,25-44,F,BLACK
159974096,1/5/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1306503,F,Q,112,0,<18,M,WHITE
160359928,1/17/17,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100E,M,B,40,2,25-44,M,BLACK
159687169,12/27/16,475,,,,PL 1651601,M,M,14,1,18-24,M,BLACK
160006419,1/6/17,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,Q,103,0,45-64,M,BLACK
160181160,1/11/17,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1657100,M,M,1,0,25-44,M,BLACK
159972006,1/5/17,475,,,,PL 1651600,M,Q,103,1,18-24,M,WHITE HISPANIC
159384542,12/15/16,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,M,14,0,25-44,M,BLACK
159198097,12/8/16,475,,,,PL 1651601,M,M,28,0,18-24,M,BLACK
159381145,12/15/16,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,66,0,45-64,M,WHITE
158811390,11/26/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,77,0,25-44,M,BLACK
159117335,12/6/16,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601504,F,M,5,0,25-44,M,BLACK
159484516,12/19/16,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,M,13,97,45-64,M,BLACK
154414011,6/28/16,475,,,,PL 1651601,M,B,44,1,25-44,M,BLACK
159033193,12/3/16,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,S,120,0,25-44,M,WHITE
159161590,12/7/16,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,71,0,25-44,M,BLACK
159181386,12/8/16,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1703000,F,M,14,0,45-64,M,WHITE
159032085,12/3/16,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,S,123,0,18-24,M,WHITE
159014723,12/2/16,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265101B,F,B,41,0,18-24,M,BLACK
159345770,12/14/16,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,K,79,0,25-44,M,BLACK
158864917,11/28/16,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,B,43,0,25-44,M,BLACK
159003311,12/2/16,157,RAPE 1,104,RAPE,PL 1303501,F,M,30,0,45-64,M,BLACK
159035131,12/3/16,168,SODOMY 1,116,SEX CRIMES,PL 1305003,F,Q,112,0,<18,M,BLACK
159006995,12/2/16,475,,,,PL 1651600,M,Q,103,1,18-24,M,BLACK
159163479,12/7/16,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,B,47,0,25-44,M,BLACK
158781964,11/25/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,18-24,M,BLACK
159144648,12/7/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1204501,M,S,120,0,25-44,M,BLACK
159403707,12/16/16,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,Q,112,0,25-44,M,BLACK
159240413,12/10/16,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,B,40,0,45-64,M,BLACK
159241588,12/11/16,475,,,,PL 1651600,M,M,26,1,25-44,M,BLACK
158790867,11/25/16,475,,,,PL 1651600,M,B,44,1,<18,M,WHITE HISPANIC
158800880,11/25/16,177,,,,PL 1306504,F,Q,103,0,25-44,M,WHITE HISPANIC
158946867,11/30/16,764,BAIL JUMPING 1 & 2,126,MISCELLANEOUS PENAL LAW,PL 2155600,F,Q,101,0,25-44,M,BLACK
158508043,11/15/16,155,RAPE 2,104,RAPE,PL 1303001,F,B,43,0,<18,M,BLACK
158221651,11/4/16,475,,,,PL 1651601,M,M,28,1,25-44,M,WHITE HISPANIC
158510882,11/15/16,523,SALE SCHOOL GROUNDS,117,DANGEROUS DRUGS,PL 2204402,F,M,32,0,45-64,M,BLACK
158577553,11/17/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,61,0,25-44,M,BLACK
158025156,10/28/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,83,0,25-44,F,BLACK
158610704,11/18/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,75,0,25-44,M,WHITE
158413542,11/11/16,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,68,0,25-44,M,WHITE
157976324,10/27/16,157,RAPE 1,104,RAPE,PL 1303501,F,M,25,0,25-44,M,WHITE
158517412,11/15/16,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,M,25,0,25-44,M,WHITE HISPANIC
158621290,11/18/16,475,,,,PL 1651600,M,M,14,1,45-64,M,WHITE HISPANIC
158407947,11/11/16,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211300,F,K,77,0,25-44,M,BLACK
158590557,11/17/16,263,"ARSON 2,3,4",114,ARSON,PL 1501500,F,M,13,0,25-44,M,BLACK
158585986,11/17/16,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,40,0,25-44,M,BLACK
158413528,11/11/16,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,B,40,0,45-64,M,BLACK
158314541,11/8/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,70,0,25-44,F,BLACK
158694811,11/21/16,153,RAPE 3,104,RAPE,PL 1302501,F,B,41,0,25-44,M,WHITE HISPANIC
158033222,10/29/16,440,,,,PL 1553502,F,Q,102,0,45-64,F,BLACK HISPANIC
158650239,11/19/16,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100E,M,M,23,0,25-44,M,BLACK
158248825,11/5/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,50,0,18-24,M,WHITE
158467878,11/14/16,475,,,,PL 1651600,M,B,44,1,25-44,M,BLACK
157936748,10/26/16,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200504,F,K,83,0,18-24,M,BLACK
157992862,10/27/16,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,52,0,25-44,M,BLACK
157843267,10/23/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,10,0,25-44,M,BLACK
157835577,10/23/16,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,M,32,0,25-44,M,BLACK
157626683,10/15/16,725,"FORGERY,M.V. REGISTRATION",113,FORGERY,PL 1701002,F,B,48,0,18-24,M,BLACK
157733974,10/19/16,157,RAPE 1,104,RAPE,PL 1303501,F,M,23,0,45-64,M,BLACK HISPANIC
157492955,10/11/16,166,SODOMY 2,116,SEX CRIMES,PL 1304501,F,M,24,0,45-64,M,BLACK
157613253,10/14/16,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,30,0,18-24,M,WHITE
157986560,10/27/16,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,K,79,0,25-44,M,BLACK
157558838,10/13/16,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1306503,F,B,46,0,25-44,M,BLACK HISPANIC
157552434,10/13/16,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,Q,114,0,25-44,M,BLACK
157750101,10/19/16,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,S,121,0,<18,M,BLACK
157295392,10/4/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,70,0,18-24,M,BLACK
157319425,10/5/16,440,,,,PL 1553502,F,M,19,0,25-44,M,WHITE
157582265,10/13/16,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,25,0,25-44,M,BLACK
157672835,10/17/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,104,0,25-44,M,BLACK HISPANIC
157683999,10/17/16,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,71,0,25-44,M,BLACK
157166203,9/30/16,440,,,,PL 1553502,F,M,34,0,18-24,M,WHITE HISPANIC
157994179,10/27/16,586,,,,PL 2303405,F,B,47,0,18-24,F,BLACK
157546353,10/13/16,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,B,48,0,25-44,M,BLACK
157700511,10/18/16,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601502,F,B,47,0,18-24,M,BLACK
157775934,10/20/16,153,RAPE 3,104,RAPE,PL 1302501,F,B,46,0,<18,M,WHITE HISPANIC
157809986,10/21/16,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,67,0,45-64,M,BLACK
157983785,10/27/16,475,,,,PL 1651600,M,Q,103,1,45-64,M,BLACK
157640795,10/16/16,157,RAPE 1,104,RAPE,PL 1303502,F,Q,111,0,45-64,M,WHITE
157744897,10/18/16,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,102,0,18-24,M,BLACK
